trans_id,time,subtotal,tip,total
B433-5094,9:30 AM,,,
B566-1301,4:37 PM,,,
B059-4782,1:16 PM,,,
B644-1712,12:20 PM,,,
B862-4921,2:20 PM,,,
B030-7220,10:06 AM,,,
B794-2899,11:39 AM,,,
B956-8077,3:06 AM,,,
B429-4971,3:13 PM,,,
B367-2029,4:48 AM,,,
B064-4308,3:06 PM,,,
B973-2412,8:14 AM,,,
B920-9264,10:45 AM,,,
B799-5103,2:36 PM,,,
B396-9166,10:11 AM,,,
B511-3001,5:20 AM,,,
B391-4805,4:24 PM,,,
B463-9209,6:52 AM,,,
B642-5163,6:04 AM,,,
B950-3166,10:31 AM,,,
B459-0075,1:19 PM,,,
B653-8849,11:32 AM,,,
B214-6059,8:46 AM,,,
B058-1080,10:18 AM,,,
B322-4152,11:45 AM,,,
B326-4472,2:07 AM,,,
B794-3004,2:42 AM,,,
B539-2163,11:02 AM,,,
B602-9968,10:56 AM,,,
B230-6275,7:51 AM,,,
B413-9017,4:34 PM,,,
B758-6749,2:51 AM,,,
B601-3727,4:43 PM,,,
B443-8752,3:11 AM,,,
B250-0795,6:21 AM,,,
B004-3400,12:07 PM,,,
B786-0814,11:41 AM,,,
B427-7996,3:07 AM,,,
B083-6102,4:01 AM,,,
B077-4324,2:07 PM,,,
B534-3357,7:50 AM,,,
B205-6290,2:34 AM,,,
B534-4607,2:48 PM,,,
B712-1099,2:59 AM,,,
B275-2348,5:00 AM,,,
B526-6275,9:37 AM,,,
B908-3771,5:06 AM,,,
B272-6666,1:38 PM,,,
B613-1964,3:04 PM,,,
B054-1845,3:20 PM,,,
B305-2471,8:31 AM,,,
B937-4133,8:40 AM,,,
B304-7393,6:34 AM,,,
B069-2191,9:30 AM,,,
B737-3513,10:19 AM,,,
B512-5382,12:22 PM,,,
B453-2249,1:44 PM,,,
B783-6612,4:55 AM,,,
B592-8482,10:07 AM,,,
B517-4774,1:20 PM,,,
B123-9499,2:02 AM,,,
B561-1158,6:52 AM,,,
B741-2650,11:31 AM,,,
B566-4221,4:01 AM,,,
B811-5680,3:18 AM,,,
B000-5936,5:25 AM,,,
B729-0418,4:03 PM,,,
B686-9887,3:55 AM,,,
B537-5437,10:57 AM,,,
B423-0932,5:34 AM,,,
B585-0389,4:30 AM,,,
B425-7023,8:27 AM,,,
B609-4869,6:57 AM,,,
B574-8283,3:36 AM,,,
B925-0561,9:26 AM,,,
B569-6491,11:46 AM,,,
B946-8949,7:33 AM,,,
B012-9494,7:29 AM,,,
B084-8957,11:49 AM,,,
B061-4004,3:24 AM,,,
B705-2031,9:18 AM,,,
B697-6579,11:16 AM,,,
B892-9656,5:58 AM,,,
B811-3145,10:46 AM,,,
B899-5662,11:51 AM,,,
B277-7438,4:17 AM,,,
B279-6874,7:06 AM,,,
B706-5141,1:17 PM,,,
B217-9764,3:30 AM,,,
B661-7563,11:43 AM,,,
B741-8816,9:37 AM,,,
B543-5082,3:40 PM,,,
B922-0976,2:14 AM,,,
B252-4753,12:19 PM,,,
B231-0075,3:12 PM,,,
B604-2367,3:34 PM,,,
B370-5942,4:07 PM,,,
B655-1895,12:18 PM,,,
B731-3578,1:47 PM,,,
B944-2719,3:54 PM,,,
B960-1744,2:03 PM,,,
B218-2727,8:29 AM,,,
B346-7366,5:44 AM,,,
B483-0041,3:38 PM,,,
B871-6268,5:46 AM,,,
B969-6080,9:08 AM,,,
B175-1888,11:11 AM,,,
B396-1791,7:21 AM,,,
B393-8352,1:23 PM,,,
B038-6802,7:49 AM,,,
B252-9394,12:46 PM,,,
B057-3311,3:47 AM,,,
B152-0658,7:04 AM,,,
B790-0004,5:43 AM,,,
B272-3471,5:24 AM,,,
B778-4135,5:33 AM,,,
B151-7109,9:34 AM,,,
B780-3576,4:08 PM,,,
B960-1493,11:16 AM,,,
B808-0670,2:48 AM,,,
B812-1897,9:37 AM,,,
B574-9810,2:35 PM,,,
B642-3849,4:10 AM,,,
B400-4071,1:16 PM,,,
B908-8940,3:03 AM,,,
B270-8983,1:41 PM,,,
B067-0736,6:45 AM,,,
B672-1332,12:53 PM,,,
B583-9677,7:00 AM,,,
B457-7906,10:12 AM,,,
B171-1584,8:38 AM,,,
B091-8724,4:29 AM,,,
B157-3466,6:23 AM,,,
B626-5754,4:02 PM,,,
B917-3623,12:41 PM,,,
B313-7919,12:21 PM,,,
B198-7990,1:33 PM,,,
B596-2213,1:24 PM,,,
B267-0493,7:15 AM,,,
B860-3373,1:57 PM,,,
B711-2111,9:08 AM,,,
B732-4403,6:34 AM,,,
B765-4535,6:30 AM,,,
B044-3532,2:58 PM,,,
B908-1420,7:56 AM,,,
B169-5667,4:02 AM,,,
B180-7931,8:55 AM,,,
B514-1518,1:56 PM,,,
B901-6320,10:06 AM,,,
B126-6081,8:36 AM,,,
B705-5353,5:25 AM,,,
B291-6420,8:57 AM,,,
B260-4770,10:27 AM,,,
B000-3367,4:50 AM,,,
B013-3584,12:57 PM,,,
B702-6984,5:14 AM,,,
B617-5524,9:49 AM,,,
B409-0842,2:59 AM,,,
B345-9097,2:09 AM,,,
B664-5984,7:39 AM,,,
B443-7156,2:41 AM,,,
B625-8329,2:20 AM,,,
B284-7559,4:57 PM,,,
B604-4169,1:16 PM,,,
B452-6040,11:35 AM,,,
B824-0461,3:42 AM,,,
B320-2148,7:07 AM,,,
B807-3320,7:28 AM,,,
B682-9418,3:59 AM,,,
B030-5367,4:44 PM,,,
B043-4164,3:22 AM,,,
B869-9482,4:48 PM,,,
B758-1803,7:42 AM,,,
B628-7353,10:25 AM,,,
B912-6593,3:14 AM,,,
B118-4509,4:30 AM,,,
B652-3075,7:35 AM,,,
B503-0082,5:12 AM,,,
B583-8288,2:03 PM,,,
B177-6556,1:03 PM,,,
B480-3435,3:43 AM,,,
B800-7836,2:42 AM,,,
B540-7399,7:46 AM,,,
B600-3045,11:06 AM,,,
B523-8751,6:37 AM,,,
B829-1808,3:44 AM,,,
B945-7026,10:58 AM,,,
B678-9359,11:48 AM,,,
B157-9588,10:50 AM,,,
B346-5366,5:00 AM,,,
B437-0966,2:42 PM,,,
B301-6463,12:45 PM,,,
B942-7463,4:15 AM,,,
B897-1270,4:55 PM,,,
B903-4388,2:50 AM,,,
B490-4505,2:32 AM,,,
B501-7478,6:21 AM,,,
B592-4021,3:26 AM,,,
B647-9347,4:23 AM,,,
B181-0940,2:55 PM,,,
B884-7827,5:24 AM,,,
B234-6696,4:37 AM,,,
B611-0095,2:00 AM,,,
B509-1699,6:28 AM,,,
B656-5725,4:44 AM,,,
B037-5848,2:10 AM,,,
B338-7698,5:05 AM,,,
B974-0319,6:28 AM,,,
B916-7863,12:23 PM,,,
B724-4843,4:27 PM,,,
B298-2525,11:01 AM,,,
B804-2299,3:22 AM,,,
B427-1123,4:48 AM,,,
B847-6152,8:40 AM,,,
B499-9024,6:07 AM,,,
B045-4776,10:40 AM,,,
B295-5731,9:06 AM,,,
B080-3346,11:03 AM,,,
B512-1966,1:32 PM,,,
B041-8384,5:08 AM,,,
B417-0363,1:00 PM,,,
B601-1020,7:04 AM,,,
B549-8232,4:22 PM,,,
B362-6926,2:27 AM,,,
B404-8124,4:17 AM,,,
B786-5160,2:16 AM,,,
B086-6993,3:26 AM,,,
B296-8472,6:03 AM,,,
B689-6648,10:43 AM,,,
B100-9962,9:45 AM,,,
B287-9094,8:29 AM,,,
B019-0022,1:17 PM,,,
B302-8619,7:11 AM,,,
B920-3633,10:18 AM,,,
B033-5437,7:49 AM,,,
B282-5910,9:54 AM,,,
B597-6886,2:07 PM,,,
B261-2368,9:24 AM,,,
B325-9684,2:19 PM,,,
B494-6549,4:27 AM,,,
B232-6506,1:10 PM,,,
B193-2807,7:43 AM,,,
B392-2659,4:50 PM,,,
B133-0498,6:30 AM,,,
B037-4975,8:31 AM,,,
B755-0534,8:57 AM,,,
B634-3979,11:24 AM,,,
B380-7428,12:48 PM,,,
B095-2226,3:24 PM,,,
B790-2797,12:09 PM,,,
B826-4313,12:13 PM,,,
B021-5718,1:50 PM,,,
B104-3501,9:37 AM,,,
B754-9531,2:00 PM,,,
B865-3414,5:23 AM,,,
B681-6865,8:40 AM,,,
B931-4544,11:12 AM,,,
B113-2162,10:51 AM,,,
B300-1472,4:05 PM,,,
B805-8421,4:39 AM,,,
B693-8114,6:13 AM,,,
B900-4310,2:22 AM,,,
B132-9609,2:29 AM,,,
B245-1513,8:20 AM,,,
B183-0119,4:50 AM,,,
B883-6088,3:07 PM,,,
B429-0193,2:47 AM,,,
B576-1675,4:36 AM,,,
B659-1992,3:55 PM,,,
B417-9439,5:40 AM,,,
B307-7994,4:34 AM,,,
B042-6112,11:17 AM,,,
B655-3775,1:39 PM,,,
B405-4500,7:32 AM,,,
B208-9189,10:13 AM,,,
B403-1467,8:28 AM,,,
B998-1060,3:37 AM,,,
B567-5888,1:00 PM,,,
B304-7956,4:18 AM,,,
B608-9998,7:21 AM,,,
B400-7886,2:01 PM,,,
B022-6074,2:40 AM,,,
B225-6661,9:28 AM,,,
B347-1788,9:57 AM,,,
B719-2282,6:50 AM,,,
B878-3757,2:38 PM,,,
B381-6094,11:46 AM,,,
B271-2202,2:34 PM,,,
B470-2001,4:46 AM,,,
B738-8510,9:32 AM,,,
B294-0432,6:21 AM,,,
B883-0680,2:45 PM,,,
B007-3965,3:49 AM,,,
B928-4594,12:52 PM,,,
B232-3480,11:36 AM,,,
B826-7647,6:27 AM,,,
B773-4241,4:14 AM,,,
B007-2256,3:01 AM,,,
B321-4826,3:08 AM,,,
B399-3763,4:26 AM,,,
B452-8459,3:36 AM,,,
B436-3617,6:01 AM,,,
B369-7625,3:07 PM,,,
B790-1902,7:01 AM,,,
B022-8265,3:56 AM,,,
B322-4319,9:05 AM,,,
B937-1927,12:13 PM,,,
B873-0830,8:09 AM,,,
B441-8130,8:16 AM,,,
B433-6763,2:57 PM,,,
B183-9621,4:23 AM,,,
B926-8500,6:01 AM,,,
B671-9544,4:35 AM,,,
B182-4041,3:48 PM,,,
B888-7886,2:22 AM,,,
B889-5357,8:11 AM,,,
B660-0145,12:31 PM,,,
B333-7860,7:54 AM,,,
B176-8509,2:46 AM,,,
B362-2900,10:57 AM,,,
B602-3451,8:20 AM,,,
B486-2819,2:27 PM,,,
B311-5226,4:56 PM,,,
B876-4055,5:19 AM,,,
B482-3351,6:08 AM,,,
B907-1815,2:32 PM,,,
B576-3502,4:14 AM,,,
B534-9332,5:12 AM,,,
B411-3070,1:39 PM,,,
B328-6712,6:00 AM,,,
B603-8890,4:46 AM,,,
B569-4198,9:49 AM,,,
B423-7806,5:41 AM,,,
B534-6782,8:38 AM,,,
B265-1235,5:22 AM,,,
B357-0218,3:53 PM,,,
B892-7858,4:39 AM,,,
B976-0584,12:41 PM,,,
B386-6809,2:12 PM,,,
B194-4455,1:01 PM,,,
B241-1883,2:14 AM,,,
B302-8011,2:57 AM,,,
B778-7230,3:40 PM,,,
B412-8936,2:28 AM,,,
B090-6610,2:36 PM,,,
B067-0975,1:16 PM,,,
B576-0069,6:00 AM,,,
B809-0780,12:39 PM,,,
B145-1459,6:55 AM,,,
B174-6716,3:25 AM,,,
B984-9052,4:40 AM,,,
B608-5298,7:14 AM,,,
B791-6819,2:29 AM,,,
B369-7764,3:11 AM,,,
B240-3228,9:58 AM,,,
B620-9366,8:47 AM,,,
B420-0954,9:33 AM,,,
B146-4852,11:52 AM,,,
B190-4710,6:34 AM,,,
B414-0890,1:56 PM,,,
B512-4381,1:36 PM,,,
B261-5644,2:18 AM,,,
B380-9584,4:32 PM,,,
B067-3319,5:56 AM,,,
B474-2139,6:00 AM,,,
B759-3746,5:57 AM,,,
B849-8442,11:30 AM,,,
B143-5391,7:33 AM,,,
B984-1798,1:06 PM,,,
B424-7230,6:20 AM,,,
B471-1344,8:39 AM,,,
B828-9156,2:11 PM,,,
B654-8940,5:16 AM,,,
B464-1369,1:55 PM,,,
B756-8715,1:55 PM,,,
B844-4716,2:16 AM,,,
B557-4813,10:48 AM,,,
B881-7705,3:44 PM,,,
B834-7771,5:26 AM,,,
B660-5706,2:37 PM,,,
B739-5207,3:21 AM,,,
B424-9504,11:16 AM,,,
B505-0741,2:31 AM,,,
B822-7955,12:16 PM,,,
B623-4345,3:36 AM,,,
B360-6307,2:48 PM,,,
B283-2048,4:58 AM,,,
B772-2808,3:25 PM,,,
B150-6659,2:28 PM,,,
B968-5451,4:06 PM,,,
B662-5883,3:22 PM,,,
B344-6312,1:15 PM,,,
B946-8697,1:44 PM,,,
B285-0635,5:56 AM,,,
B495-0016,10:02 AM,,,
B282-4148,12:19 PM,,,
B449-8662,2:54 AM,,,
B004-4396,7:38 AM,,,
B807-2371,1:44 PM,,,
B738-5556,1:03 PM,,,
B453-8245,7:48 AM,,,
B697-9130,7:47 AM,,,
B956-4621,7:03 AM,,,
B190-2746,7:06 AM,,,
B882-0288,4:35 AM,,,
B224-3346,4:02 PM,,,
B575-4693,5:16 AM,,,
B861-7681,9:06 AM,,,
B016-5840,2:51 PM,,,
B284-4709,8:38 AM,,,
B540-9482,7:38 AM,,,
B690-9959,10:53 AM,,,
B192-4356,5:08 AM,,,
B593-9442,4:40 AM,,,
B405-8780,3:10 PM,,,
B854-0004,10:09 AM,,,
B239-4136,5:18 AM,,,
B390-1936,4:29 AM,,,
B109-2986,3:13 PM,,,
B233-1671,3:04 PM,,,
B150-1523,3:40 PM,,,
B502-5859,10:40 AM,,,
B640-4392,11:34 AM,,,
B823-7369,11:56 AM,,,
B708-3900,3:56 PM,,,
B427-5792,1:09 PM,,,
B929-9646,3:35 PM,,,
B145-9993,3:03 PM,,,
B491-6911,2:32 AM,,,
B551-6177,12:28 PM,,,
B988-3507,4:04 AM,,,
B916-1615,12:11 PM,,,
B919-6133,3:55 AM,,,
B509-8799,10:31 AM,,,
B741-4803,8:52 AM,,,
B199-1287,3:03 AM,,,
B191-4752,2:25 AM,,,
B741-5134,8:22 AM,,,
B037-1316,9:05 AM,,,
B479-8348,8:16 AM,,,
B482-0810,3:27 PM,,,
B383-2104,9:45 AM,,,
B764-7166,9:07 AM,,,
B687-9703,3:24 AM,,,
B303-7274,6:43 AM,,,
B003-4869,10:06 AM,,,
B217-2440,12:27 PM,,,
B671-0208,2:47 PM,,,
B174-1550,11:18 AM,,,
B030-8944,3:51 AM,,,
B027-0563,9:16 AM,,,
B539-4417,10:57 AM,,,
B303-8529,1:07 PM,,,
B825-6925,11:15 AM,,,
B838-8456,7:22 AM,,,
B682-0322,4:56 PM,,,
B754-9084,1:26 PM,,,
B788-7688,6:04 AM,,,
B273-2302,10:04 AM,,,
B145-9585,2:04 AM,,,
B103-0635,11:55 AM,,,
B450-0454,4:12 AM,,,
B336-5313,4:27 PM,,,
B193-1417,8:33 AM,,,
B750-1800,3:41 PM,,,
B378-4859,5:50 AM,,,
B547-2994,4:51 PM,,,
B005-2806,6:52 AM,,,
B553-1989,7:11 AM,,,
B702-9180,7:15 AM,,,
B784-4122,3:53 AM,,,
B704-0740,10:41 AM,,,
B269-0475,4:17 PM,,,
B444-5990,5:35 AM,,,
B139-5945,1:08 PM,,,
B235-2233,10:27 AM,,,
B326-9407,12:56 PM,,,
B863-4053,7:48 AM,,,
B142-6371,3:10 PM,,,
B337-4296,8:13 AM,,,
B933-0692,2:34 PM,,,
B941-7711,4:14 PM,,,
B155-1751,3:04 PM,,,
B314-6199,2:23 AM,,,
B605-0792,4:44 AM,,,
B382-5982,4:29 PM,,,
B660-9372,3:46 PM,,,
B354-9091,3:55 PM,,,
B273-4970,4:15 PM,,,
B214-4572,10:43 AM,,,
B410-2404,2:57 PM,,,
B582-4959,8:51 AM,,,
B632-8126,3:45 PM,,,
B422-1909,2:43 AM,,,
B275-9695,7:12 AM,,,
B751-9477,4:17 AM,,,
B466-0538,9:21 AM,,,
B335-9485,3:19 PM,,,
B914-7485,12:09 PM,,,
B302-1708,12:03 PM,,,
B121-0038,3:57 PM,,,
B404-3049,2:37 PM,,,
B976-2362,12:36 PM,,,
B523-5374,8:40 AM,,,
B940-3218,12:17 PM,,,
B595-7236,12:38 PM,,,
B429-0313,4:52 AM,,,
B461-6019,7:39 AM,,,
B269-9241,4:45 AM,,,
B679-6486,3:39 AM,,,
B398-5179,10:32 AM,,,
B960-8883,3:08 PM,,,
B710-9152,9:20 AM,,,
B347-9141,4:08 PM,,,
B437-8318,2:12 PM,,,
B045-4370,4:04 PM,,,
B339-8955,1:55 PM,,,
B133-5209,4:03 PM,,,
B275-9937,4:14 PM,,,
B920-1494,8:15 AM,,,
B509-1719,3:21 PM,,,
B970-6257,12:02 PM,,,
B374-7251,3:20 AM,,,
B679-1647,5:26 AM,,,
B787-5408,12:31 PM,,,
B100-6734,12:13 PM,,,
B413-7040,6:32 AM,,,
B527-2169,2:23 PM,,,
B179-7894,2:59 PM,,,
B643-6440,11:10 AM,,,
B702-7469,3:06 PM,,,
B819-8527,6:16 AM,,,
B179-3160,11:58 AM,,,
B360-4769,4:08 AM,,,
B860-0622,2:45 AM,,,
B979-6178,2:57 PM,,,
B012-1821,4:53 PM,,,
B623-0841,11:38 AM,,,
B656-9527,12:00 PM,,,
B412-7132,3:40 PM,,,
B704-8194,4:54 PM,,,
B718-7568,4:46 AM,,,
B210-3166,6:41 AM,,,
B879-9134,7:51 AM,,,
B744-6976,9:31 AM,,,
B509-8024,2:18 AM,,,
B472-8968,3:34 AM,,,
B452-4675,11:21 AM,,,
B156-6957,2:18 AM,,,
B972-8974,2:56 PM,,,
B712-3155,4:28 AM,,,
B829-5088,5:04 AM,,,
B226-6601,5:14 AM,,,
B204-7968,8:29 AM,,,
B180-3040,10:54 AM,,,
B351-9150,8:12 AM,,,
B308-7688,3:07 PM,,,
B883-0705,3:27 AM,,,
B889-5784,2:29 PM,,,
B344-4809,2:15 AM,,,
B179-4767,12:52 PM,,,
B473-9581,4:13 AM,,,
B000-1608,10:39 AM,,,
B536-7087,3:34 PM,,,
B731-7445,10:30 AM,,,
B373-8679,4:05 PM,,,
B698-5387,3:21 PM,,,
B723-2291,12:44 PM,,,
B452-8468,11:10 AM,,,
B580-8972,9:48 AM,,,
B638-3300,9:43 AM,,,
B357-9847,8:31 AM,,,
B933-3719,2:15 AM,,,
B487-9144,8:32 AM,,,
B760-0752,5:46 AM,,,
B689-9968,8:41 AM,,,
B835-9799,11:24 AM,,,
B428-7855,8:42 AM,,,
B626-5067,11:51 AM,,,
B582-4489,4:51 PM,,,
B771-0721,10:31 AM,,,
B094-6422,3:42 AM,,,
B753-7435,3:53 AM,,,
B369-1454,7:26 AM,,,
B260-9131,4:47 PM,,,
B926-3910,5:53 AM,,,
B155-4285,12:29 PM,,,
B150-6233,4:36 PM,,,
B398-5753,11:22 AM,,,
B415-3270,3:20 PM,,,
B361-7356,10:16 AM,,,
B682-4345,8:08 AM,,,
B153-2980,6:44 AM,,,
B261-0457,3:30 PM,,,
B658-3963,12:36 PM,,,
B456-3430,6:07 AM,,,
B281-3358,10:39 AM,,,
B756-3972,3:14 AM,,,
B185-4192,8:21 AM,,,
B693-2546,4:29 AM,,,
B745-6460,4:13 PM,,,
B895-1802,6:19 AM,,,
B349-7661,9:57 AM,,,
B204-0030,3:46 PM,,,
B195-1930,2:00 AM,,,
B024-4634,4:36 AM,,,
B649-8519,2:28 PM,,,
B445-2410,4:18 AM,,,
B595-5720,3:35 PM,,,
B391-1695,8:52 AM,,,
B803-5154,2:53 AM,,,
B410-4941,12:28 PM,,,
B556-3302,9:14 AM,,,
B580-6683,2:11 PM,,,
B848-3169,12:42 PM,,,
B795-1716,4:49 PM,,,
B695-5759,1:38 PM,,,
B782-8742,7:33 AM,,,
B207-4336,5:44 AM,,,
B024-5652,12:23 PM,,,
B166-4557,2:18 AM,,,
B730-4686,10:04 AM,,,
B933-4781,6:35 AM,,,
B863-2542,4:38 AM,,,
B437-9428,3:44 AM,,,
B095-7981,8:58 AM,,,
B778-9355,10:58 AM,,,
B325-4815,11:27 AM,,,
B737-8276,10:24 AM,,,
B457-3051,2:15 AM,,,
B494-4026,5:22 AM,,,
B867-4658,12:27 PM,,,
B963-9663,9:19 AM,,,
B230-4746,2:42 PM,,,
B439-7502,3:12 AM,,,
B195-7186,6:54 AM,,,
B596-4191,6:15 AM,,,
B417-3478,11:35 AM,,,
B990-7477,3:59 PM,,,
B326-2716,3:41 PM,,,
B319-7663,7:27 AM,,,
B927-3880,6:56 AM,,,
B422-5186,6:23 AM,,,
B323-2623,11:23 AM,,,
B069-5191,4:20 PM,,,
B764-4729,6:17 AM,,,
B306-5177,6:54 AM,,,
B761-3449,12:54 PM,,,
B746-3617,2:46 AM,,,
B395-6966,10:50 AM,,,
B651-1718,8:34 AM,,,
B960-7746,4:44 PM,,,
B194-7167,9:55 AM,,,
B563-8766,4:23 PM,,,
B045-6690,7:33 AM,,,
B585-2834,7:57 AM,,,
B746-9861,2:45 AM,,,
B760-1157,12:24 PM,,,
B119-1119,6:32 AM,,,
B044-4415,1:35 PM,,,
B888-6099,10:44 AM,,,
B892-3190,3:39 PM,,,
B844-9701,1:15 PM,,,
B156-2935,4:09 AM,,,
B903-4078,2:39 AM,,,
B639-1808,2:33 PM,,,
B771-2792,6:45 AM,,,
B358-0449,8:25 AM,,,
B401-2230,7:09 AM,,,
B799-5038,12:51 PM,,,
B207-8650,2:47 PM,,,
B325-9982,9:53 AM,,,
B168-0270,9:04 AM,,,
B423-2247,3:24 PM,,,
B976-4142,7:26 AM,,,
B268-6591,3:31 AM,,,
B239-4051,12:45 PM,,,
B532-2267,6:17 AM,,,
B859-3760,7:52 AM,,,
B473-9871,3:13 AM,,,
B717-9214,2:43 PM,,,
B410-9778,4:26 AM,,,
B814-5593,12:16 PM,,,
B216-2757,3:48 AM,,,
B770-5818,7:51 AM,,,
B350-4991,6:28 AM,,,
B560-0332,10:47 AM,,,
B849-4322,2:01 PM,,,
B604-2391,1:27 PM,,,
B019-1743,2:31 AM,,,
B237-3737,3:58 PM,,,
B634-1997,6:55 AM,,,
B140-6436,6:40 AM,,,
B914-8503,4:03 AM,,,
B459-2662,3:10 PM,,,
B677-7732,2:49 PM,,,
B612-9410,3:52 AM,,,
B052-2693,3:29 AM,,,
B627-5155,8:27 AM,,,
B055-2100,4:59 PM,,,
B613-3588,6:37 AM,,,
B898-6530,5:28 AM,,,
B733-2392,9:38 AM,,,
B517-2161,4:55 AM,,,
B091-4855,4:00 AM,,,
B636-1847,12:29 PM,,,
B269-4887,4:19 PM,,,
B847-4547,9:37 AM,,,
B894-6503,5:46 AM,,,
B859-0272,4:39 AM,,,
B348-9802,1:03 PM,,,
B461-7667,11:08 AM,,,
B367-6070,9:49 AM,,,
B538-1656,6:30 AM,,,
B748-6092,2:28 PM,,,
B841-0914,2:20 PM,,,
B745-1114,6:35 AM,,,
B407-6135,3:53 PM,,,
B207-7435,3:35 AM,,,
B135-6575,9:51 AM,,,
B351-3303,6:45 AM,,,
B584-1749,8:33 AM,,,
B280-3044,7:19 AM,,,
B403-4067,3:02 PM,,,
B348-6981,2:05 AM,,,
B365-5825,3:17 PM,,,
B194-4327,1:04 PM,,,
B083-0481,6:45 AM,,,
B926-7385,10:26 AM,,,
B928-3418,3:26 AM,,,
B166-8339,5:52 AM,,,
B305-9616,1:27 PM,,,
B559-5029,2:20 PM,,,
B522-9580,6:36 AM,,,
B464-4593,7:05 AM,,,
B536-9080,12:48 PM,,,
B206-3915,1:23 PM,,,
B668-2503,5:38 AM,,,
B031-8368,4:07 PM,,,
B890-6872,12:29 PM,,,
B515-9389,12:16 PM,,,
B533-8060,2:23 PM,,,
B514-6456,4:58 AM,,,
B079-2696,4:39 PM,,,
B546-1464,2:30 AM,,,
B500-0922,12:00 PM,,,
B085-4512,2:43 PM,,,
B246-6608,2:09 AM,,,
B099-6678,2:42 PM,,,
B211-3339,2:16 AM,,,
B674-3304,12:32 PM,,,
B010-9048,1:16 PM,,,
B747-4725,12:01 PM,,,
B846-4911,1:55 PM,,,
B922-7571,1:54 PM,,,
B322-0935,8:17 AM,,,
B523-2026,2:54 PM,,,
B493-7635,2:02 AM,,,
B029-7096,3:02 AM,,,
B874-7876,2:17 AM,,,
B228-0286,2:35 AM,,,
B250-4880,11:33 AM,,,
B580-1354,6:43 AM,,,
B122-1184,1:37 PM,,,
B760-9269,3:19 AM,,,
B728-7001,9:18 AM,,,
B004-4972,4:15 PM,,,
B413-7569,7:29 AM,,,
B022-1544,9:30 AM,,,
B103-8282,5:37 AM,,,
B645-3313,2:43 AM,,,
B109-6853,9:26 AM,,,
B842-3570,4:21 PM,,,
B145-2170,4:32 PM,,,
B389-1840,10:44 AM,,,
B598-9552,8:49 AM,,,
B371-4062,8:58 AM,,,
B220-5837,8:18 AM,,,
B395-6874,2:26 AM,,,
B102-6414,2:31 AM,,,
B885-2300,3:11 AM,,,
B973-1877,3:14 AM,,,
B228-4923,11:10 AM,,,
B357-6739,2:59 AM,,,
B512-5195,8:05 AM,,,
B548-6644,3:54 AM,,,
B973-8049,5:12 AM,,,
B334-1942,2:37 PM,,,
B178-7627,2:56 PM,,,
B349-8976,6:42 AM,,,
B416-0696,2:02 AM,,,
B090-6568,3:17 PM,,,
B381-2808,8:01 AM,,,
B046-6916,12:46 PM,,,
B020-6731,6:12 AM,,,
B245-2220,9:41 AM,,,
B165-2377,12:46 PM,,,
B371-4722,4:30 AM,,,
B998-2557,3:10 AM,,,
B779-7468,3:33 AM,,,
B204-5226,3:29 PM,,,
B419-6507,3:32 AM,,,
B973-2449,3:46 PM,,,
B852-9129,1:05 PM,,,
B462-8681,10:39 AM,,,
B207-3437,9:52 AM,,,
B648-3094,2:08 PM,,,
B553-2789,2:39 AM,,,
B780-3627,8:20 AM,,,
B407-7863,8:45 AM,,,
B182-8571,1:09 PM,,,
B277-3780,3:29 PM,,,
B040-5776,3:30 PM,,,
B396-8481,12:29 PM,,,
B371-7640,2:12 PM,,,
B775-9200,4:49 PM,,,
B703-7958,11:09 AM,,,
B102-5968,12:57 PM,,,
B780-0285,6:32 AM,,,
B284-3951,12:04 PM,,,
B817-0264,5:38 AM,,,
B414-0886,12:41 PM,,,
B394-4004,12:35 PM,,,
B705-4046,6:06 AM,,,
B376-5976,4:48 PM,,,
B203-1455,4:05 PM,,,
B761-2796,11:56 AM,,,
B818-6766,2:38 AM,,,
B559-2831,2:37 PM,,,
B876-8663,6:57 AM,,,
B658-7668,3:16 PM,,,
B387-0855,9:51 AM,,,
B464-6757,9:51 AM,,,
B932-7633,5:14 AM,,,
B934-6932,1:56 PM,,,
B383-2596,5:14 AM,,,
B288-6048,9:53 AM,,,
B693-5358,10:27 AM,,,
B886-6881,9:35 AM,,,
B362-2111,10:35 AM,,,
B292-9315,2:40 PM,,,
B618-8360,2:54 PM,,,
B052-9905,11:29 AM,,,
B770-4885,11:03 AM,,,
B105-2069,11:07 AM,,,
B658-3352,3:39 AM,,,
B906-0286,3:54 PM,,,
B459-4074,1:50 PM,,,
B395-8114,2:29 PM,,,
B218-1605,5:47 AM,,,
B630-7043,9:22 AM,,,
B678-8370,10:56 AM,,,
B463-8017,3:20 AM,,,
B111-7517,7:47 AM,,,
B248-6851,1:34 PM,,,
B835-4545,6:54 AM,,,
B555-6724,2:27 AM,,,
B603-8826,3:23 AM,,,
B414-9680,4:44 PM,,,
B052-4320,11:06 AM,,,
B461-5677,12:04 PM,,,
B825-4185,7:51 AM,,,
B784-3881,2:10 AM,,,
B972-6502,2:04 PM,,,
B251-5095,11:12 AM,,,
B281-3196,7:56 AM,,,
B292-1710,3:44 AM,,,
B994-8626,4:29 AM,,,
B213-0384,1:03 PM,,,
B669-2742,2:19 PM,,,
B138-4619,5:21 AM,,,
B673-5864,4:23 PM,,,
B098-7769,6:15 AM,,,
